created_at,tweet_id,tweet_text,screen_name,name,account_creation_date,urls,location,description
2020-10-10 05:40:14,1314802901366255616,RT @KendrickPerkins: Everyone looks at the last shot of the game and trying to point the finger at Danny Green...but forget about the 4 poi…,brenp4ul_,Brendon,Mon Jan 10 05:10:53 +0000 2011,[],"Montréal, Québec",🇬🇩🇸🇨
2020-10-10 05:40:14,1314802901005500421,RT @overtimemary: DANNY GREEN FOR 3!!!!!!! https://t.co/rjaQTvWCnB,Victorialynn799,𝒕𝒐𝒓𝒊 ♡,Wed Jan 18 19:17:32 +0000 2017,[],,20🧚
2020-10-10 05:40:13,1314802899814408192,RT @rdcburner: Danny Green gimme your ring https://t.co/nBS7xE7dV0,JBrown_20,Josh Brown 🌓,Thu Sep 21 02:50:54 +0000 2017,[],"Canton, MS",The Goal has always been to get Rich 💰💚
2020-10-10 05:40:13,1314802899780657154,RT @overtimemary: You think MJ would pass the ball to Danny Green ???????,mannysqueezed,ju1ced,Fri Jul 24 01:08:45 +0000 2015,[],"San Francisco, CA",quarantine 15 recipient • porter robinson cover band
2020-10-10 05:40:13,1314802899738796033,"RT @chicoBean: Danny Green was more open than the State of Florida during Quarantine, SMH....",barricade88,Tylerrr,Sun Aug 14 08:14:29 +0000 2011,[],PNW,It's never too late to change your luck. #PRE. 💙@JulieZurawski
2020-10-10 05:40:13,1314802899483009026,"RT @PrinceMarcus_27: ""Is this Danny Green? The same Danny Green who misses wide-open shots with the game on the line the same Danny Green w…",scoobavel,washed dad.,Sat Jan 03 02:06:48 +0000 2009,[],,Scoob
2020-10-10 05:40:13,1314802898820165632,RT @LakersSBN: Bron throwing Danny Green out of the bubble:  https://t.co/Hvz6NPlRWd,shookethgracie,Gracie,Fri Jun 14 05:43:31 +0000 2013,[],🇲🇾 🇩🇪,And that’s on PERIODT.
2020-10-10 05:40:13,1314802898258153475,"RT @BleacherReport: “I trusted him, we trusted him and it just didn’t go and you live with that”

LeBron on the Danny Green missed 3 https:…",tianna_h27,tianna,Wed Jul 01 16:00:29 +0000 2020,[],with my bf,im happily stuck
2020-10-10 05:40:13,1314802897784250369,RT @goodmiad: danny green really just be on the court for the vibes lmfao,ewickp_,EP,Sun May 12 18:13:18 +0000 2013,[],,But would you eat the butt ?
2020-10-10 05:40:13,1314802897683509248,RT @_MXMxrris: Kobe throwing Danny Green out of Heaven when he sees him https://t.co/9tAoLED5C1,raficalxndr,andrès,Tue May 24 05:11:32 +0000 2016,[],Gotham City,h o p e
2020-10-10 05:40:13,1314802897670995968,RT @LonerMike_: The rim watchin Danny green spot up for another shot https://t.co/fVHDmJ8ALp,Raphel__Dent,Da Don,Mon Dec 16 20:12:21 +0000 2013,[],"Colorado Springs, CO",not sorry for what I post #BLM✊🏿
2020-10-10 05:40:13,1314802897176141824,"RT @PlayoffJuJu: @SASBurnerAcct AD, Lebron, and KCP when they see Danny Green/Kuzma in the locker-room. https://t.co/zVTUD8hsyk",FuckLamza,Carlito,Fri Sep 07 17:16:23 +0000 2012,[],"Somerset West, South Africa",Koppel follow IG: Blacklabelpappi
2020-10-10 05:40:13,1314802896479944706,"If yall cant hoop, yall cant talk about Danny Green #RealTalk",FamousJay316,My Name Johnny,Mon Apr 02 23:15:40 +0000 2012,[],"Wichita, KS",Saving the World one day at a time #FinallyFamous
2020-10-10 05:40:12,1314802895494184960,RT @TotalProSports: DANNY GREEN FOR THE WIN... https://t.co/WJvG7UeM1P,justlikemike_3,Mr Jacq,Fri Aug 27 20:41:17 +0000 2010,[],"Atlanta, GA",Tweets now Quotes in the history book later IG:Justlikemike_3 NJ ✈️ GA 🇭🇹
2020-10-10 05:40:12,1314802894865129472,"@rafwl_ filha da puta , danny tijolo green",artur_beal,Chernobilas,Mon Apr 30 18:13:22 +0000 2018,[],"Campeche ,fpolis",
2020-10-10 05:40:12,1314802893430509568,only thing i’m enjoying tonight is the danny green memes🤣,noahswaves,noah(:,Sat Sep 12 03:04:04 +0000 2015,[],,happy blasian child
2020-10-10 05:40:12,1314802892805730305,Todo mundo criticando menino Danny green e esquecendo que ele foi o melhor jogador do hearts hoje,regisk1999,ninguém,Sun Jan 11 05:42:41 +0000 2015,[],,"vejam minhas obras, ô grandes, E desesperai.
me ensine alguma coisa que eu não sei"
2020-10-10 05:40:12,1314802892331610114,RT @TheBlazingKing_: Avery Bradley bro you could’ve let me babysit your kids cause Danny Green is a bitch https://t.co/7DnOgygkh2,bjpintang,bongeoey,Fri Apr 03 13:59:41 +0000 2015,[],,rice in my veins
2020-10-10 05:40:12,1314802892319059968,RT @Jah2Solid: If Danny Green shot Tupac he’d still be alive,BenceHorvath_,Bence ◟̽◞̽,Sat Feb 08 19:12:42 +0000 2014,[],UCR ‘24,come as you are
2020-10-10 05:40:11,1314802891891171330,"RT @NOTSportsCenter: Danny Green back in the lab, getting ready for Game 6 #NBAFinals https://t.co/746qReMMXf",__NoBueno,.,Sat Feb 09 00:48:25 +0000 2013,[],"Twentynine Palms Base, CA","Like , Retweet ... yk all that mess 😂✊🏾"
2020-10-10 05:40:11,1314802891715092481,RT @wilnoticias: Los aficionados de los Lakers al ver el tiro errado de Danny Green tras en estupendo pase de LeBron James que obligó el se…,IsraelSegall,Israel Segall / Apruebo + CC,Mon May 18 02:35:50 +0000 2009,[],Chile,"Periodista, profe y contador de historias inconexas...Soy adicto al cine, las series, a cocinar y comer lasagna. Garfield es mi modelo a seguir... Soy Donante!!"
2020-10-10 05:40:11,1314802890695831553,RT @MetroBoomin: 2020 made Danny Green brick that 3....,chawnpaularino,Big Malo,Wed May 10 16:31:35 +0000 2017,[],,Almighty Push!
2020-10-10 05:40:11,1314802890503073794,RT @JuiceMan3x: Me and Danny Green in the Gym Right Now practicing that same shot all night... https://t.co/Cbuh6a7LM5,DennisNderitu_,Dennis Nderitu™,Fri Aug 17 18:38:20 +0000 2012,[],"Nairobi, Kenya","Thought Leader,
||Software Developer @DevNderitu||,
||Basketball YouTuber @NderituNBA||,
||Photographer, @NdechPhotos||
Digital Marketer,
@Lakers 8/24
#NBA"
2020-10-10 05:40:11,1314802889337044997,RT @RTNBA: LeBron when he sees Danny Green and Markieff Morris in the locker room https://t.co/oHAUfSq6TS,EB_BANKS,EB,Thu Oct 24 03:21:10 +0000 2013,[],,
2020-10-10 05:40:11,1314802889257353216,RT @MrNCRPR: Danny Green https://t.co/w1EOtwn3tH,gmind10,G!!!,Mon Apr 16 13:59:43 +0000 2012,[],Puerto Rico,Sports freak
2020-10-10 05:40:11,1314802889169268738,RT @KendrickPerkins: Everyone looks at the last shot of the game and trying to point the finger at Danny Green...but forget about the 4 poi…,BriteWorld23,JB,Thu Feb 09 00:14:57 +0000 2012,[],"Texas, USA","Just another black man caught up in the mix, tryin to make a $ outta 15 cents .....#SteelerNation #TeamBron #FOE #PoeUp #RipMarv✊🏿 #BBN"
2020-10-10 05:40:11,1314802888439402497,At the end of the day Danny Green aint Ray Allen or kyrie,TooFly4Life,Mr Nice Guy,Mon Jan 17 23:38:37 +0000 2011,[],,
2020-10-10 05:40:11,1314802888246427648,RT @NBAdabad: danny green foi o melhor jogador do heat na partida,khauaskt,boris,Mon Sep 18 17:53:41 +0000 2017,[],"Campo Grande, Brasil",vou dar um nike pra cinderela insta:https://t.co/Ca9PqXWGp0
2020-10-10 05:40:10,1314802887323717632,Ah yes the Danny Green memes have returned 😂,Doolinator92,Doolinator 👑,Tue Sep 04 22:26:41 +0000 2018,[],"York, PA",Twitch Affiliate👾 Part Time Youtuber🎬 I'm an emerging variety streamer for games like Fortnite and Call Of Duty! Business Email: jdooley1@ycp.edu
2020-10-10 05:40:10,1314802886837104641,RT @_StreetFights: The Lakers when they catch danny green in the locker room https://t.co/4RkvjjwyeY,alphawolfpack_,An ∝,Sun Jan 01 05:49:11 +0000 2012,[],,I'm Raging Forest
2020-10-10 05:40:10,1314802886203899904,RT @ramonashelburne: Danny Green missed his Steve Kerr/Paxson moment 😳,Juanito_910,Juan 🇵🇷🇲🇽,Wed Jun 22 01:43:44 +0000 2011,[],Italy,I just be vibin’
2020-10-10 05:40:10,1314802885910290440,RT @LakeShowYo: When I die I want DANNY GREEN to attend my funeral &amp; lower me into my grave so he can let me down one last time.,KingChaM_,Trey,Mon Jan 24 00:50:54 +0000 2011,[],Ohio,just here for the jokes.. ohio u ‘21
2020-10-10 05:40:10,1314802885025165312,@Trevor_Lane No need to make big plays just defend hard and dont make silly plays.Avoid the inbound pass from Howar… https://t.co/QYo8pnhvMi,basheer_dada,basheer ahamed,Thu Jan 06 17:08:02 +0000 2011,"[{'url': 'https://t.co/QYo8pnhvMi', 'expanded_url': 'https://twitter.com/i/web/status/1314802885025165312', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",,
2020-10-10 05:40:10,1314802884802801664,RT @KingJosiah54: LeBron made the correct basketball play like he always does. Danny Green slumping but he’s a pro. I think he’ll shake it…,ShawnTapiru,『Shawn』,Wed Jun 17 14:50:35 +0000 2015,[],Gotham City,"Rage Incarnate. Psycho Terror . Laloma's Lunatic. An Idiot. Mains big bad red guys in fighting games. Again, an idiot."
2020-10-10 05:40:10,1314802884060442626,RT @dis_diego_: @ExtendoBans https://t.co/oiqzf0cfbY,realMAARTIN,Martiñ,Tue Feb 21 06:36:20 +0000 2017,"[{'url': 'https://t.co/oiqzf0cfbY', 'expanded_url': 'https://www.change.org/p/the-los-angeles-lakers-danny-green-shouldn-t-get-a-championship-ring-if-the-lakers-win-the-2020-nba-finals?utm_content=cl_sharecopy_25074594_en-CA%3A4&recruiter=899228262&utm_source=share_petition&utm_medium=copylink&utm_campaign=tap_basic_share&utm_term=G%3ESearch%3ESAP%3EAU%20CA%20NZ%3ENonBrand%3EExact', 'display_url': 'change.org/p/the-los-ange…', 'indices': [29, 52]}]",az,BFP
2020-10-10 05:40:10,1314802883800584193,RT @CappingForever: @iAmTerrace danny green trying to dribble into the paint https://t.co/x5JQKl7md1,TheRealLovelace,Lovelace⛵️ (u_u),Wed Jul 02 16:53:34 +0000 2014,[],👨🏽‍🦯,"🦇🥀 Don't Follow me 🖕🏽 , Psalms 30:5, #LLCL 🙏🏽, #LLDC 🙏🏽 , #LLMH 🙏🏽 , #LLJP 🙏🏽, BC ‘20 Alum 🎓, #DubNation , #BlackLivesMatter , #RingTheBell"
2020-10-10 05:40:09,1314802883729252355,RT @MetroBoomin: 2020 made Danny Green brick that 3....,Dmo_tracknation,Jirac 🔥,Fri Dec 23 08:10:54 +0000 2016,[],,
2020-10-10 05:40:09,1314802883574083585,RT @Hou5ton4L: “Yeah I saw Danny Green and Markieff with no masks in the lobby” https://t.co/tDrcNODj0s,MostDopeSB,David,Mon Jun 29 13:33:06 +0000 2009,[],GA,Ride my own wave til I’m seasick
2020-10-10 05:40:09,1314802883448233986,RT @teejayx6: #NBAFinals  Kobe looking at Danny green rn https://t.co/yRVA9GrlVg,Yahnniz,ヤニス✊🏿,Mon Apr 22 21:46:32 +0000 2013,[], Wakanda,3D2Y 🌐
2020-10-10 05:40:09,1314802882722631680,Brujillizas Lourdes Brad Pitt Bolivia Lebron Butler Danny Green https://t.co/kpoPBOQxWh,anonshiti,isjs,Sun Aug 09 01:41:22 +0000 2020,[],,
2020-10-10 05:40:09,1314802882550562817,"RT @7Dniggah: Danny Green: its okay we’ll get em next ga-
The Lakers: https://t.co/gNOvfsv7ST",Billyaraujo4,billybomba💣,Thu Feb 27 17:11:48 +0000 2020,[],,wasgood
2020-10-10 05:40:09,1314802882395373568,RT @Blu_Crystxls: Yeah just leave Danny green open for the last shot trust me bro https://t.co/AS9vkHrk3N,1Xykee,OGZTV,Tue Jun 30 18:58:36 +0000 2020,[],We$tside of Atlanta,Only Following The Homies & Fine Women❤️. Rated R.
2020-10-10 05:40:09,1314802882131222528,RT @Dx2_97: “Hey did you watch the game tonight? Danny Green let the lakers down... reminded me of all the times I let you down when u were…,Lizz_B,elizaaaaabeth,Fri May 22 17:02:45 +0000 2009,[],NY ,
2020-10-10 05:40:09,1314802881997025280,RT @barstoolsports: Danny Green does not want to go back to the locker room with LeBron https://t.co/eZE1HKRiMQ,allstaramonte,Young Vandross,Mon Apr 26 20:57:31 +0000 2010,[],D[M]V,6’3 with a #RATCHET
2020-10-10 05:40:09,1314802881069903872,RT @marcoognz: DANNY GREEN NOT CHECKING JNTO HIS HOTEL TONIGHT DUDE SLEEPING OUTSIDE,6423JoseJuan,🍂José Juan🍂,Fri Jun 07 01:32:14 +0000 2019,[],He/They,just vibin’⚡️19🪐csub ‘23
2020-10-10 05:40:09,1314802880935731203,@lifeofrish He had Ana amazing game. Truly something but I want him taking the last shot even over a wide open Danny Green,Neeeeeeeeeear,Neer,Sat Oct 06 06:35:14 +0000 2012,[],"Los Angeles, CA",IG: Neerk13
2020-10-10 05:40:09,1314802880638058496,RT @LakeShowYo: if Danny Green would’ve shot at Tupac he’d still be alive today,Barnett__18,Hunter  Barnett,Sun Aug 30 02:34:45 +0000 2015,[],"Starkville, MS",SHS Alum 🐅 | ICC ‘20 | Mississippi State ‘22 | https://t.co/qEsGOnNDgS  | Halley ❤️
2020-10-10 05:40:09,1314802880566575104,RT @mldiffley: Snoop Dogg slandering Danny Green is the content I’m here for https://t.co/1DfY4Q24MB,Jacksavagebox,supernatural bry bry🦉🐺,Wed Apr 20 23:02:41 +0000 2011,[],Phoenix,Instagram : jacksavagebox
2020-10-10 05:40:09,1314802880545775616,RT @nickcristianoo: Lebron James waking up Danny Green in the morning to shoot three pointers https://t.co/FcY0DP23em,ProducedByAMPZ,A.M.P.Z,Wed Jan 31 09:48:44 +0000 2018,[],"Ajax, Ontario",🎹Producer
2020-10-10 05:40:09,1314802880457707520,"RT @MarcJSpears: The Lakers were 0-of-6 shooting off a LeBron James pass in the clutch, 0-of-4 on open looks, which includes the Danny Gree…",kwameA_B,Kwame 🩺,Sun Aug 09 08:34:21 +0000 2009,[],,Not all Angels have wings.Some have Stethoscopes & Scalpels
2020-10-10 05:40:09,1314802880273027072,"Lonzo Ball would've made that 3, bum ass Danny Green.",portapottyrules,Arturo,Mon Mar 25 13:52:24 +0000 2013,[],"Cheyenne, WY",If you're not doing it twice then you're not doing it right. -Typical Government Employee
2020-10-10 05:40:09,1314802880260448262,RT @CarlosxcStory: This series is about to get even more interesting especially with Anthony Davis being injured. Dude was a warrior playin…,CholoG1119,Adrian,Sat Jan 10 17:51:49 +0000 2015,[],"Los Angeles, CA",
2020-10-10 05:40:09,1314802880247992326,RT @Shady00018: Danny Green's shot meter. https://t.co/7XyH20vhBO,AmirLit23,Amir 👁,Sat Sep 07 03:45:05 +0000 2019,[],United States,
2020-10-10 05:40:09,1314802879635632129,RT @LakeShowFamily: LeBron to Markieff Morris &amp; Danny Green https://t.co/nIZDhr8u1e,trvp_jessiicaah,𝒥ℯ𝓈𝓈𝒾𝒸𝒸𝒶𝒶𝒽𝒽 🟡🟣🏀,Sat Feb 23 00:58:23 +0000 2013,[],💚🍍,*R.I.P M🤍M👼🏼🙏🏽 #Lakeshow #KOBE4L🐐💜💛 #MambaMentality
2020-10-10 05:40:08,1314802878985379840,Danny green better be knocking down shots rn,isaiaahhFrutos,Isaiah Frutos,Mon Oct 31 17:30:04 +0000 2011,[],A 💖,Cal Poly Pomona 🚶🏽‍♂️
2020-10-10 05:40:08,1314802878104719361,"RT @ChrisNoBreezy03: “How many threes can you miss?”

Danny Green: https://t.co/k9IJCvohOj",OWehliye,Xanny Pacquiao,Sun Dec 02 05:50:07 +0000 2012,[],MN,parody account of Omar Wehliye #SM2
2020-10-10 05:40:08,1314802877987160065,Valeu Danny Green por acabar com minha noite,goldner_paulo,GOLD,Mon May 25 21:39:13 +0000 2020,[],,não sei o que escrever em descrições
2020-10-10 05:40:08,1314802876712054785,Danny Green ain’t never gonna live that 3 down. Even if they win.,MastaCollection,𝕾𝖍𝖎𝖑𝖔𝖍 𝖂. | BLM,Sat Jun 04 04:01:47 +0000 2011,[],California ,You done woke up the Dragon 🐉 💵 CashApp: $ShadohMasta
2020-10-10 05:40:08,1314802876615663616,RT @LonerMike_: The rim watchin Danny green spot up for another shot https://t.co/fVHDmJ8ALp,fspthedon,FSP 🏁,Fri Jan 07 17:22:22 +0000 2011,[],Hidden cloud village,The last shall be first
2020-10-10 05:40:07,1314802875156107264,"RT @JoshEberley: Danny Green in the 2013 finals vs. LeBron: 55.1% from 3.

Danny Green in the 2020 finals as LeBron’s teammate: 25.8% from…",BooneGage,⁶ °𝓖𝓪𝓰𝓮💯🔥🏀,Wed Feb 06 00:48:17 +0000 2013,[],Basketball Gym,"• RESPECT is everything, I give what I get • - College Student - Retired Hooper - Sports Analyst - Basketball Trainer/Coach - Podcast Host (I follow back)"
2020-10-10 05:40:07,1314802874631684098,"Danny Green is just another Kyle Korver, JR Smith, George Hill. Add it to the list",TheFatDuck123,Cool ass,Mon Jan 27 07:39:53 +0000 2014,[],Hidden Hills,comfortable silence is so overrated
2020-10-10 05:40:07,1314802874157682688,RT @jaja_apostol: Kobe looking down watching danny green brick that 3💀💀 https://t.co/pD17MZOqCX,NigwardJr,Nigward Jr,Wed Jun 22 06:52:08 +0000 2016,[],yourmomshouse,just tryna eat some ass.. after school snacks
2020-10-10 05:40:07,1314802873604206592,RT @LakeShowYo: if Danny Green would’ve shot at Tupac he’d still be alive today,brianwyd,brian,Fri Nov 03 21:50:30 +0000 2017,[],the nightshow,YouTube and soundcloud: Wyd Brian
2020-10-10 05:40:07,1314802872773730304,And I thought I was gone be able to chill and watch my nigga get his 4th ring but naaaaaa DANNY FUCKIN GREEN 😒,Ronbiamking,Ron.B,Wed Sep 28 11:46:08 +0000 2016,[],,“Find your faith and apply pressure” #ICanDoAllThings #AmBushInvestmentsLLC
2020-10-10 05:40:07,1314802871318261760,@blykmyk44 @oxybroadcast @RealJayWilliams @dannygreen_7 @SteveKerr Danny Green plays very good defense... not claim… https://t.co/f4kiqqJnAI,ZachAlexander37,ZAC,Wed Feb 18 22:28:15 +0000 2009,"[{'url': 'https://t.co/f4kiqqJnAI', 'expanded_url': 'https://twitter.com/i/web/status/1314802871318261760', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","Stratford, CT",Self-educator (autodidact) through music primarily since 2005 (& also since birth through my dad)...
2020-10-10 05:40:07,1314802871196618753,"RT @LakeShowFamily: Kobe Bryant in heaven watching Danny Green miss the game winner

 https://t.co/Rg9Cn89s24",SilverIce0101,🤵🤵Slender Ice 🤵🤵,Thu Nov 14 20:20:07 +0000 2019,[],,
2020-10-10 05:40:06,1314802871049871360,whole lakers team on danny green in the locker room https://t.co/PFryYNVpeg,de4ndre_de4ndre,a issa dre♐️🙌🏾,Thu Mar 27 16:21:22 +0000 2014,"[{'url': 'https://t.co/PFryYNVpeg', 'expanded_url': 'https://twitter.com/jaycapalott89/status/1314786529370345473', 'display_url': 'twitter.com/jaycapalott89/…', 'indices': [52, 75]}]",870,U.S. Army Combat Engineer🇺🇸🖤 😤KOBE 🐍🐐🏀 -------🖤BLACKLIVESMATTER🖤----------------------- 🗣CLICK WEBSITE FOR OTHER SOCIALS🗣
2020-10-10 05:40:06,1314802870668062721,RT @seeerrge: nahhh “if danny green shot Tupac he’d still be alive” https://t.co/kV2lGn5YdU,jastojanova,jasmine,Wed Apr 27 01:20:29 +0000 2011,[],,Instagram: @jastojanova
2020-10-10 05:40:06,1314802870294700032,"RT @PALA718: when LeBron see Danny Green in the locker room

 https://t.co/OCz77DxHwn",BrianoAldo,Aldo Briano,Sat Nov 10 22:17:13 +0000 2012,[],"Los Angeles, CA",🦇💕
2020-10-10 05:40:06,1314802870135533569,RT @LakeShowYo: if Danny Green would’ve shot at Tupac he’d still be alive today,MrCastilloBoy,James,Mon Aug 27 09:36:00 +0000 2012,[],IG/SC: MrCastilloBoy,"I'm the wiener in the bun, im hot dog. I’m sorry if you follow me, you’re making a mistake #GoSpursGo $MrCastilloBoy"
2020-10-10 05:40:06,1314802868730376192,RT @RTNBA: Paul George watching Danny Green and Markieff Morris https://t.co/lwQJc9P7LF,___trigga13,🦍🦍🦍,Tue Jan 22 13:38:28 +0000 2013,[],313✈214✈️,IG: treniel13
2020-10-10 05:40:06,1314802868247908352,RT @ChrisPalmerNBA: Danny Green should be cut after the game. Stares history in the face and leaves it a foot short. No one misses more unc…,ShawnTapiru,『Shawn』,Wed Jun 17 14:50:35 +0000 2015,[],Gotham City,"Rage Incarnate. Psycho Terror . Laloma's Lunatic. An Idiot. Mains big bad red guys in fighting games. Again, an idiot."
2020-10-10 05:40:06,1314802867522469888,RT @Mxhalla: LeBron when he sees Danny Green in the cafeteria #NBAFinals,DanielGamb0a,Gamboa,Sun Feb 20 18:42:49 +0000 2011,[],None ya bidness,"Follow me , I follow back. SC//iputinwork"
2020-10-10 05:40:05,1314802865932656640,RT @WalderSports: Don’t tell me Danny Green’s heart isn’t in Toronto when he’s out there extending the Raptors’ championship reign for at l…,Gypise123,Lauren,Thu Sep 16 18:09:26 +0000 2010,[],West Coast,I only drink water out of empty beer cans
